transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,timestamp,is_fraud,year,month,day,hour,day_of_week,channel_ATM,channel_Mobile,channel_POS,channel_Web
TXN_203807,CUST_258,1,1817,7531,2025-02-08 18:17:40,0,2025,2,8,18,5,False,True,False,False
TXN_202482,CUST_774,1,359,7898,2025-07-08 13:29:17,0,2025,7,8,13,1,False,False,True,False
TXN_200021,CUST_435,1,1002,141766,2025-04-08 12:37:16,1,2025,4,8,12,1,False,True,False,False
TXN_203929,CUST_567,1,1968,4390,2025-03-08 00:26:11,0,2025,3,8,0,5,False,True,False,False
TXN_203719,CUST_732,1,1512,8125,2025-02-08 11:47:46,0,2025,2,8,11,5,False,False,False,True
TXN_200194,CUST_654,1,2671,3488,2025-11-08 07:05:08,0,2025,11,8,7,5,False,False,False,True
TXN_202644,CUST_428,1,2860,24466,2025-07-08 05:40:37,0,2025,7,8,5,1,False,False,True,False
TXN_200261,CUST_476,1,2981,98866,2025-09-08 22:08:39,0,2025,9,8,22,0,False,True,False,False
TXN_204218,CUST_736,1,2466,8248,2025-08-08 03:36:03,0,2025,8,8,3,4,False,False,False,True
TXN_201640,CUST_166,1,1009,10110,2025-08-08 12:57:25,0,2025,8,8,12,4,True,False,False,False
TXN_200350,CUST_559,1,473,10602,2025-02-08 02:35:20,0,2025,2,8,2,5,False,True,False,False
TXN_203107,CUST_628,1,76,7332,2025-02-08 05:44:55,0,2025,2,8,5,5,False,False,False,True
TXN_200914,CUST_756,1,552,13463,2025-10-08 13:02:29,1,2025,10,8,13,2,False,False,False,True
TXN_200511,CUST_734,0,498,13494,2025-03-08 04:38:32,0,2025,3,8,4,5,False,False,False,True
TXN_200442,CUST_212,1,765,53948,2025-04-08 01:35:40,0,2025,4,8,1,1,False,False,False,True
TXN_201507,CUST_559,1,1412,16108,2025-02-08 12:14:44,0,2025,2,8,12,5,False,True,False,False
TXN_201550,CUST_197,1,2959,5043,2025-03-08 01:12:43,0,2025,3,8,1,5,False,True,False,False
TXN_203276,CUST_367,1,264,16017,2025-10-08 02:19:50,0,2025,10,8,2,2,False,True,False,False
TXN_203362,CUST_666,1,2187,22566,2025-08-08 04:09:29,0,2025,8,8,4,4,False,True,False,False
TXN_203496,CUST_720,1,2459,8318,2025-08-08 04:11:39,0,2025,8,8,4,4,False,True,False,False
TXN_203917,CUST_609,1,2847,6682,2025-09-08 02:04:19,0,2025,9,8,2,0,False,False,False,True
TXN_201077,CUST_407,1,1796,18605,2025-03-08 16:52:58,0,2025,3,8,16,5,False,False,False,True
TXN_202428,CUST_554,0,1359,6898,2025-06-08 00:27:27,1,2025,6,8,0,6,False,True,False,False
TXN_202434,CUST_479,1,2721,103740,2025-02-08 01:53:18,0,2025,2,8,1,5,False,False,False,True
TXN_204630,CUST_563,1,802,25826,2025-10-08 09:04:58,0,2025,10,8,9,2,False,False,True,False
TXN_200589,CUST_463,1,1680,13939,2025-06-08 06:26:15,0,2025,6,8,6,6,False,False,False,True
TXN_202387,CUST_201,1,2460,8843,2025-11-08 01:33:08,0,2025,11,8,1,5,False,True,False,False
TXN_204074,CUST_507,0,2085,5869,2025-05-08 10:39:47,0,2025,5,8,10,3,False,False,True,False
TXN_203139,CUST_162,1,2091,3884,2025-09-08 02:34:38,0,2025,9,8,2,0,False,True,False,False
TXN_201983,CUST_719,1,1614,7333,2025-11-08 14:58:30,0,2025,11,8,14,5,False,False,False,True
TXN_203726,CUST_226,1,161,9729,2025-12-08 19:08:21,0,2025,12,8,19,0,False,False,False,True
TXN_202880,CUST_292,1,2846,15860,2025-12-08 03:44:57,0,2025,12,8,3,0,False,False,False,True
TXN_202427,CUST_446,0,2137,5370,2025-10-08 22:41:59,0,2025,10,8,22,2,False,False,False,True
TXN_201097,CUST_349,1,560,8142,2025-09-08 20:07:12,0,2025,9,8,20,0,False,False,True,False
TXN_201106,CUST_109,0,227,8413,2025-08-08 03:23:33,1,2025,8,8,3,4,False,False,False,True
TXN_203089,CUST_553,0,2129,182990,2025-05-08 05:28:13,1,2025,5,8,5,3,False,True,False,False
TXN_203529,CUST_410,1,2160,2242,2025-01-08 04:26:03,0,2025,1,8,4,2,True,False,False,False
TXN_204085,CUST_571,1,969,7663,2025-06-08 16:25:04,0,2025,6,8,16,6,False,True,False,False
TXN_203617,CUST_315,1,2385,10799,2025-06-08 19:22:05,0,2025,6,8,19,6,False,True,False,False
TXN_203015,CUST_309,1,2027,2706,2025-05-08 20:06:27,0,2025,5,8,20,3,False,True,False,False
TXN_200840,CUST_327,1,2144,13431,2025-01-08 09:13:28,0,2025,1,8,9,2,False,True,False,False
TXN_200630,CUST_418,0,1878,11174,2025-10-08 21:19:03,1,2025,10,8,21,2,False,True,False,False
TXN_202157,CUST_344,1,750,22972,2025-05-08 22:21:39,0,2025,5,8,22,3,False,False,False,True
TXN_204575,CUST_687,1,2074,9109,2025-10-08 19:51:09,0,2025,10,8,19,2,False,True,False,False
TXN_201732,CUST_118,1,2498,4246,2025-05-08 15:22:31,0,2025,5,8,15,3,False,True,False,False
TXN_203243,CUST_455,1,705,4284,2025-12-08 22:34:42,0,2025,12,8,22,0,False,False,True,False
TXN_201109,CUST_245,1,1361,5561,2025-05-08 16:19:35,0,2025,5,8,16,3,False,True,False,False
TXN_200201,CUST_345,0,746,20015,2025-05-08 20:57:12,0,2025,5,8,20,3,False,True,False,False
TXN_201877,CUST_660,1,585,109326,2025-05-08 23:51:35,0,2025,5,8,23,3,False,False,False,True
TXN_201166,CUST_633,1,1544,4943,2025-07-08 03:56:44,1,2025,7,8,3,1,False,False,True,False
TXN_202008,CUST_388,1,2825,22450,2025-01-08 15:46:48,0,2025,1,8,15,2,False,False,True,False
TXN_201731,CUST_790,1,1342,3397,2025-06-08 16:24:58,0,2025,6,8,16,6,True,False,False,False
TXN_200806,CUST_494,1,2233,6740,2025-06-08 11:33:34,0,2025,6,8,11,6,False,True,False,False
TXN_204844,CUST_156,1,326,92390,2025-02-08 10:31:44,0,2025,2,8,10,5,False,False,False,True
TXN_203998,CUST_796,0,276,2518,2025-12-08 09:07:39,0,2025,12,8,9,0,False,False,False,True
TXN_203140,CUST_567,1,2988,3025,2025-02-08 10:50:33,0,2025,2,8,10,5,False,False,False,True
TXN_200911,CUST_276,1,2800,6329,2025-02-08 19:19:48,0,2025,2,8,19,5,False,False,False,True
TXN_201882,CUST_283,0,119,10503,2025-11-08 00:35:16,0,2025,11,8,0,5,False,True,False,False
TXN_200007,CUST_135,0,2001,5276,2025-02-08 07:31:35,0,2025,2,8,7,5,False,False,False,True
TXN_203331,CUST_733,1,1977,8817,2025-04-08 07:08:53,0,2025,4,8,7,1,False,True,False,False
TXN_204032,CUST_462,1,2501,25264,2025-07-08 08:35:58,0,2025,7,8,8,1,True,False,False,False
TXN_201049,CUST_240,0,1742,8312,2025-06-08 20:39:10,0,2025,6,8,20,6,False,True,False,False
TXN_203151,CUST_559,0,689,17781,2025-09-08 12:08:29,0,2025,9,8,12,0,True,False,False,False
TXN_203164,CUST_633,1,1772,11313,2025-04-08 03:34:35,0,2025,4,8,3,1,False,True,False,False
TXN_204810,CUST_362,1,2568,4868,2025-07-08 13:02:02,0,2025,7,8,13,1,False,True,False,False
TXN_202936,CUST_290,0,2226,12808,2025-08-08 07:13:59,0,2025,8,8,7,4,False,False,False,True
TXN_204561,CUST_702,1,2004,28301,2025-08-08 15:56:14,0,2025,8,8,15,4,False,True,False,False
TXN_203736,CUST_766,1,1474,27979,2025-09-08 08:43:03,0,2025,9,8,8,0,False,True,False,False
TXN_204631,CUST_370,1,2851,5421,2025-02-08 15:26:13,0,2025,2,8,15,5,False,False,False,True
TXN_202465,CUST_589,1,2018,88001,2025-05-08 14:51:22,0,2025,5,8,14,3,False,False,True,False
TXN_202306,CUST_641,1,1670,6852,2025-01-08 04:18:04,0,2025,1,8,4,2,True,False,False,False
TXN_202836,CUST_472,1,2686,9258,2025-03-08 03:08:44,0,2025,3,8,3,5,False,False,True,False
TXN_202225,CUST_270,1,1681,72119,2025-10-08 05:27:15,0,2025,10,8,5,2,False,False,True,False
TXN_201019,CUST_135,1,1274,8570,2025-11-08 15:54:33,0,2025,11,8,15,5,False,False,True,False
TXN_202951,CUST_478,1,2359,6715,2025-09-08 10:36:54,0,2025,9,8,10,0,False,False,False,True
TXN_203923,CUST_428,1,391,191058,2025-05-08 12:47:36,0,2025,5,8,12,3,False,False,False,True
TXN_202529,CUST_599,1,599,189829,2025-09-08 03:37:26,0,2025,9,8,3,0,True,False,False,False
TXN_204811,CUST_388,1,2262,42404,2025-07-08 11:13:10,0,2025,7,8,11,1,False,True,False,False
TXN_204271,CUST_226,1,1180,9257,2025-09-08 01:36:02,0,2025,9,8,1,0,False,False,False,True
TXN_200684,CUST_656,1,18,73549,2025-07-08 09:38:55,0,2025,7,8,9,1,True,False,False,False
TXN_201874,CUST_556,1,992,10486,2025-09-08 00:31:13,0,2025,9,8,0,0,False,False,True,False
TXN_200366,CUST_663,1,2990,11981,2025-05-08 20:14:15,0,2025,5,8,20,3,False,True,False,False
TXN_202837,CUST_288,1,2263,6521,2025-12-08 20:47:51,0,2025,12,8,20,0,False,True,False,False
TXN_202808,CUST_762,0,817,187727,2025-06-08 01:56:20,0,2025,6,8,1,6,False,False,False,True
TXN_203099,CUST_604,1,479,12129,2025-03-08 20:02:14,0,2025,3,8,20,5,False,False,False,True
TXN_201763,CUST_521,0,108,18899,2025-10-08 05:04:01,0,2025,10,8,5,2,False,True,False,False
TXN_203002,CUST_660,1,2466,3349,2025-02-08 11:08:36,0,2025,2,8,11,5,False,True,False,False
TXN_204609,CUST_276,0,913,118658,2025-02-08 20:00:14,0,2025,2,8,20,5,True,False,False,False
TXN_201063,CUST_305,0,2478,213445,2025-01-08 02:12:45,1,2025,1,8,2,2,True,False,False,False
TXN_201304,CUST_451,0,2567,8078,2025-11-08 17:49:15,0,2025,11,8,17,5,False,True,False,False
TXN_202894,CUST_279,0,347,5603,2025-12-08 02:23:06,0,2025,12,8,2,0,False,False,False,True
TXN_204972,CUST_217,1,1709,4886,2025-07-08 19:24:33,0,2025,7,8,19,1,False,False,False,True
TXN_202774,CUST_198,1,1231,22081,2025-06-08 19:47:14,0,2025,6,8,19,6,False,True,False,False
TXN_204773,CUST_572,1,1102,10450,2025-04-08 04:50:59,0,2025,4,8,4,1,False,False,True,False
TXN_200865,CUST_283,1,72,3379,2025-11-08 15:05:35,0,2025,11,8,15,5,False,False,False,True
TXN_204715,CUST_651,1,148,175287,2025-11-08 10:46:50,0,2025,11,8,10,5,True,False,False,False
TXN_204860,CUST_280,1,47,22659,2025-07-08 21:36:44,0,2025,7,8,21,1,False,False,False,True
TXN_201217,CUST_371,1,2735,16882,2025-12-08 00:46:58,0,2025,12,8,0,0,False,False,False,True
TXN_202164,CUST_439,1,2113,8931,2025-05-08 07:35:24,0,2025,5,8,7,3,True,False,False,False
TXN_203398,CUST_304,0,2397,7322,2025-11-08 00:34:36,0,2025,11,8,0,5,False,False,False,True
TXN_200329,CUST_469,1,157,4865,2025-08-08 06:05:54,0,2025,8,8,6,4,False,False,False,True
TXN_203558,CUST_416,1,274,9854,2025-12-08 23:15:45,0,2025,12,8,23,0,False,False,True,False
TXN_203674,CUST_326,1,2969,7407,2025-12-08 16:27:58,0,2025,12,8,16,0,False,True,False,False
TXN_204887,CUST_519,1,2415,2312,2025-05-08 07:59:54,1,2025,5,8,7,3,False,False,False,True
TXN_200345,CUST_552,1,1679,2947,2025-10-08 15:35:46,0,2025,10,8,15,2,False,True,False,False
TXN_201825,CUST_622,1,2938,10215,2025-01-08 07:53:41,0,2025,1,8,7,2,False,False,False,True
TXN_201057,CUST_147,1,167,11376,2025-02-08 07:07:33,0,2025,2,8,7,5,False,False,True,False
TXN_204543,CUST_534,1,1957,32613,2025-12-08 00:39:31,0,2025,12,8,0,0,False,True,False,False
TXN_202781,CUST_322,1,2150,3636,2025-11-08 08:16:12,0,2025,11,8,8,5,False,True,False,False
TXN_203689,CUST_719,1,1451,8194,2025-02-08 15:42:27,0,2025,2,8,15,5,False,False,True,False
TXN_202101,CUST_536,1,683,10001,2025-03-08 06:03:33,1,2025,3,8,6,5,False,False,False,True
TXN_201462,CUST_671,1,136,24506,2025-08-08 22:01:06,0,2025,8,8,22,4,False,False,False,True
TXN_201816,CUST_656,1,1181,230228,2025-04-08 04:05:27,0,2025,4,8,4,1,True,False,False,False
TXN_204454,CUST_171,1,547,8725,2025-07-08 09:18:27,0,2025,7,8,9,1,False,True,False,False
TXN_200458,CUST_177,1,1915,11524,2025-11-08 17:11:07,1,2025,11,8,17,5,False,True,False,False
TXN_203915,CUST_391,1,507,3945,2025-12-08 19:57:47,0,2025,12,8,19,0,False,True,False,False
TXN_201865,CUST_574,1,551,161836,2025-04-08 08:17:24,0,2025,4,8,8,1,False,False,False,True
TXN_204738,CUST_461,1,2260,3433,2025-11-08 07:58:57,0,2025,11,8,7,5,False,False,True,False
TXN_203316,CUST_127,1,1789,3980,2025-09-08 16:17:44,0,2025,9,8,16,0,False,True,False,False
TXN_202254,CUST_607,1,1822,5220,2025-04-08 22:10:29,0,2025,4,8,22,1,False,False,False,True
TXN_201336,CUST_686,0,2962,151009,2025-02-08 13:19:31,0,2025,2,8,13,5,False,False,True,False
TXN_200542,CUST_157,1,2576,22237,2025-02-08 06:17:11,0,2025,2,8,6,5,True,False,False,False
TXN_202233,CUST_651,1,2339,5975,2025-04-08 09:13:24,0,2025,4,8,9,1,False,True,False,False
TXN_202933,CUST_455,1,2301,32932,2025-07-08 15:06:51,0,2025,7,8,15,1,False,False,False,True
TXN_200364,CUST_775,1,2508,6157,2025-07-08 10:00:33,0,2025,7,8,10,1,False,False,False,True
TXN_200064,CUST_720,1,802,12726,2025-12-08 07:14:15,0,2025,12,8,7,0,False,False,False,True
TXN_200594,CUST_659,1,266,7686,2025-02-08 15:08:00,0,2025,2,8,15,5,False,False,False,True
TXN_202698,CUST_379,1,2080,3204,2025-10-08 04:20:22,0,2025,10,8,4,2,False,False,False,True
TXN_200099,CUST_350,1,2300,8927,2025-02-08 15:15:46,0,2025,2,8,15,5,False,False,False,True
TXN_204955,CUST_579,1,1727,7233,2025-06-08 19:59:31,0,2025,6,8,19,6,False,False,False,True
TXN_203219,CUST_237,1,757,265226,2025-07-08 18:52:32,0,2025,7,8,18,1,False,True,False,False
TXN_204908,CUST_251,1,2630,6003,2025-04-08 00:37:16,0,2025,4,8,0,1,False,False,False,True
TXN_200332,CUST_713,1,832,1113,2025-07-08 02:25:17,0,2025,7,8,2,1,False,True,False,False
TXN_201386,CUST_748,1,628,2660,2025-12-08 18:37:57,0,2025,12,8,18,0,False,False,True,False
TXN_202096,CUST_567,1,1925,217920,2025-01-08 17:42:21,0,2025,1,8,17,2,False,False,False,True
TXN_203716,CUST_689,1,918,62623,2025-03-08 06:43:12,0,2025,3,8,6,5,False,False,False,True
TXN_204096,CUST_223,1,442,3799,2025-03-08 09:20:53,0,2025,3,8,9,5,False,False,True,False
TXN_203856,CUST_472,1,917,299780,2025-09-08 21:40:38,0,2025,9,8,21,0,False,False,False,True
TXN_202772,CUST_273,1,2774,2729,2025-07-08 00:11:10,0,2025,7,8,0,1,False,False,False,True
TXN_204153,CUST_657,1,1056,10333,2025-04-08 14:08:05,0,2025,4,8,14,1,False,True,False,False
TXN_201234,CUST_647,1,2708,197559,2025-07-08 21:55:42,0,2025,7,8,21,1,False,True,False,False
TXN_200892,CUST_410,1,1486,154947,2025-02-08 01:55:25,0,2025,2,8,1,5,False,True,False,False
TXN_203285,CUST_406,1,1720,25413,2025-10-08 13:11:52,0,2025,10,8,13,2,False,False,False,True
TXN_201429,CUST_565,1,953,7570,2025-03-08 16:54:08,0,2025,3,8,16,5,False,False,False,True
TXN_200848,CUST_728,1,1889,8524,2025-12-08 18:32:55,0,2025,12,8,18,0,False,True,False,False
TXN_204516,CUST_439,1,1232,11912,2025-11-08 01:58:45,0,2025,11,8,1,5,False,False,False,True
TXN_204945,CUST_412,1,1259,49191,2025-05-08 08:02:19,0,2025,5,8,8,3,False,True,False,False
TXN_200092,CUST_257,1,1376,2943,2025-06-08 16:44:20,0,2025,6,8,16,6,False,True,False,False
TXN_201700,CUST_399,1,2117,4148,2025-03-08 02:50:55,0,2025,3,8,2,5,True,False,False,False
TXN_203686,CUST_794,1,200,11189,2025-11-08 16:49:41,0,2025,11,8,16,5,False,False,True,False
TXN_200234,CUST_105,1,973,5225,2025-11-08 11:29:55,0,2025,11,8,11,5,False,False,False,True
TXN_201114,CUST_777,1,2344,9260,2025-08-08 09:59:50,0,2025,8,8,9,4,True,False,False,False
TXN_204120,CUST_464,1,256,7290,2025-10-08 20:35:50,0,2025,10,8,20,2,False,False,False,True
TXN_200952,CUST_125,1,220,26902,2025-07-08 04:24:29,0,2025,7,8,4,1,False,True,False,False
TXN_204338,CUST_327,1,2229,7284,2025-09-08 20:32:36,0,2025,9,8,20,0,False,True,False,False
TXN_204317,CUST_642,1,659,277782,2025-08-08 23:55:55,0,2025,8,8,23,4,False,False,False,True
TXN_200561,CUST_328,1,25,9372,2025-05-08 05:05:39,0,2025,5,8,5,3,False,False,False,True
TXN_204659,CUST_722,1,2397,11541,2025-08-08 02:14:09,0,2025,8,8,2,4,False,True,False,False
TXN_202551,CUST_157,1,2515,12019,2025-07-08 19:13:33,0,2025,7,8,19,1,True,False,False,False
TXN_203671,CUST_279,1,596,97405,2025-07-08 16:30:47,0,2025,7,8,16,1,False,False,True,False
TXN_201272,CUST_270,1,506,236097,2025-10-08 21:58:14,0,2025,10,8,21,2,False,True,False,False
TXN_201676,CUST_721,1,346,11546,2025-02-08 00:14:36,0,2025,2,8,0,5,False,False,False,True
TXN_203251,CUST_559,1,1167,5005,2025-02-08 16:02:32,0,2025,2,8,16,5,False,True,False,False
TXN_204237,CUST_153,1,1243,5265,2025-12-08 00:32:23,0,2025,12,8,0,0,False,True,False,False
TXN_202958,CUST_543,1,736,284842,2025-06-08 10:58:57,0,2025,6,8,10,6,False,True,False,False
TXN_204853,CUST_584,1,2036,4162,2025-09-08 20:36:32,1,2025,9,8,20,0,False,True,False,False
TXN_200725,CUST_274,0,492,4288,2025-02-08 11:16:48,0,2025,2,8,11,5,False,True,False,False
TXN_203165,CUST_715,0,2562,55876,2025-12-08 16:22:01,0,2025,12,8,16,0,False,False,False,True
TXN_204923,CUST_690,1,1002,20897,2025-11-08 18:56:54,0,2025,11,8,18,5,False,False,True,False
TXN_201922,CUST_702,1,2590,11536,2025-02-08 18:01:22,0,2025,2,8,18,5,False,False,False,True
TXN_202535,CUST_457,0,820,10715,2025-09-08 01:51:42,0,2025,9,8,1,0,False,True,False,False
TXN_204915,CUST_241,1,1098,6820,2025-10-08 08:12:40,0,2025,10,8,8,2,False,True,False,False
TXN_201712,CUST_593,1,1867,16538,2025-10-08 04:48:50,0,2025,10,8,4,2,True,False,False,False
TXN_202405,CUST_707,1,1825,10906,2025-09-08 19:47:55,0,2025,9,8,19,0,False,True,False,False
TXN_200884,CUST_235,1,1735,3943,2025-09-08 09:41:58,0,2025,9,8,9,0,False,True,False,False
TXN_202584,CUST_772,0,804,7347,2025-04-08 06:08:08,0,2025,4,8,6,1,False,False,True,False
TXN_202064,CUST_235,1,2816,2646,2025-07-08 17:35:15,0,2025,7,8,17,1,False,False,True,False
TXN_200170,CUST_649,1,2435,57077,2025-01-08 14:18:56,0,2025,1,8,14,2,False,True,False,False
TXN_203405,CUST_267,1,2318,18176,2025-02-08 08:22:02,0,2025,2,8,8,5,False,True,False,False
TXN_204652,CUST_420,1,2034,4025,2025-02-08 01:12:17,0,2025,2,8,1,5,False,True,False,False
TXN_202154,CUST_324,1,2086,99557,2025-11-08 06:09:59,0,2025,11,8,6,5,False,False,False,True
TXN_201170,CUST_488,1,1114,5019,2025-06-08 15:36:31,0,2025,6,8,15,6,False,True,False,False
TXN_203921,CUST_348,0,2356,15400,2025-09-08 06:53:47,0,2025,9,8,6,0,False,True,False,False
TXN_204985,CUST_493,1,389,7021,2025-04-08 09:18:57,0,2025,4,8,9,1,True,False,False,False
TXN_201571,CUST_292,1,631,30768,2025-10-08 22:25:35,0,2025,10,8,22,2,False,True,False,False
TXN_203167,CUST_570,0,2627,13652,2025-03-08 20:32:25,0,2025,3,8,20,5,True,False,False,False
TXN_202400,CUST_310,1,982,24908,2025-11-08 17:36:01,0,2025,11,8,17,5,False,True,False,False
TXN_202050,CUST_272,0,2691,4924,2025-11-08 13:10:09,0,2025,11,8,13,5,False,True,False,False
TXN_204099,CUST_299,1,1289,9432,2025-10-08 01:49:20,0,2025,10,8,1,2,True,False,False,False
TXN_200797,CUST_234,1,2096,9709,2025-09-08 06:15:56,0,2025,9,8,6,0,False,False,True,False
TXN_202662,CUST_776,1,1011,22768,2025-10-08 23:45:45,0,2025,10,8,23,2,False,True,False,False
TXN_201297,CUST_792,1,2867,12369,2025-04-08 02:03:05,0,2025,4,8,2,1,False,True,False,False
TXN_203773,CUST_752,1,1585,261628,2025-01-08 03:48:27,0,2025,1,8,3,2,False,False,True,False
TXN_202598,CUST_300,1,1742,294177,2025-07-08 10:20:32,0,2025,7,8,10,1,False,False,False,True
TXN_202716,CUST_515,0,738,9621,2025-11-08 04:36:33,0,2025,11,8,4,5,True,False,False,False
TXN_204647,CUST_706,1,2687,6495,2025-11-08 00:19:06,0,2025,11,8,0,5,True,False,False,False
TXN_203620,CUST_288,1,1148,35380,2025-09-08 04:37:55,0,2025,9,8,4,0,False,True,False,False
TXN_203779,CUST_619,1,1149,8325,2025-07-08 03:43:26,0,2025,7,8,3,1,False,True,False,False
TXN_201938,CUST_764,1,999,114712,2025-02-08 08:49:41,0,2025,2,8,8,5,False,False,False,True
TXN_201296,CUST_227,0,1840,15009,2025-09-08 08:30:23,1,2025,9,8,8,0,False,True,False,False
TXN_203721,CUST_545,1,827,7447,2025-03-08 16:05:36,0,2025,3,8,16,5,False,False,True,False
TXN_201059,CUST_304,1,936,8581,2025-07-08 18:32:40,0,2025,7,8,18,1,False,False,True,False
TXN_201695,CUST_140,1,784,4742,2025-10-08 14:19:33,0,2025,10,8,14,2,False,False,True,False
TXN_200552,CUST_598,1,337,7356,2025-06-08 17:50:28,0,2025,6,8,17,6,False,False,False,True
TXN_201538,CUST_284,1,653,8295,2025-05-08 11:25:59,0,2025,5,8,11,3,True,False,False,False
TXN_203969,CUST_187,1,2967,2473,2025-02-08 10:49:14,0,2025,2,8,10,5,False,False,True,False
TXN_204431,CUST_543,0,363,14475,2025-03-08 08:13:08,0,2025,3,8,8,5,False,False,False,True
TXN_204661,CUST_629,0,2803,62756,2025-10-08 19:48:52,0,2025,10,8,19,2,True,False,False,False
TXN_200152,CUST_382,1,2707,15175,2025-06-08 19:55:40,0,2025,6,8,19,6,False,True,False,False
TXN_201976,CUST_136,1,915,6024,2025-09-08 21:17:16,0,2025,9,8,21,0,False,True,False,False
TXN_200665,CUST_697,0,2224,14059,2025-03-08 15:50:36,0,2025,3,8,15,5,True,False,False,False
TXN_204231,CUST_221,1,455,10270,2025-10-08 02:21:22,0,2025,10,8,2,2,False,False,False,True
TXN_202284,CUST_774,1,2302,8858,2025-03-08 14:45:04,1,2025,3,8,14,5,False,True,False,False
TXN_202045,CUST_340,0,2295,24171,2025-10-08 06:43:45,0,2025,10,8,6,2,False,False,True,False
TXN_200897,CUST_657,1,1267,139981,2025-03-08 14:12:31,0,2025,3,8,14,5,False,False,False,True
TXN_200112,CUST_782,1,1206,28044,2025-06-08 14:07:09,0,2025,6,8,14,6,True,False,False,False
TXN_203346,CUST_499,0,1772,14433,2025-05-08 10:55:07,0,2025,5,8,10,3,True,False,False,False
TXN_201791,CUST_669,1,1218,9009,2025-09-08 20:57:35,0,2025,9,8,20,0,True,False,False,False
TXN_203283,CUST_171,1,1255,3373,2025-03-08 13:40:33,0,2025,3,8,13,5,False,True,False,False
TXN_203591,CUST_644,1,1891,12858,2025-10-08 12:24:22,0,2025,10,8,12,2,False,True,False,False
TXN_200250,CUST_632,1,1325,4028,2025-08-08 17:11:17,0,2025,8,8,17,4,False,False,True,False
TXN_204493,CUST_738,1,2262,7029,2025-02-08 03:45:08,0,2025,2,8,3,5,True,False,False,False
TXN_201283,CUST_265,0,431,2051,2025-07-08 06:57:18,0,2025,7,8,6,1,False,False,True,False
TXN_204821,CUST_588,1,1880,131634,2025-11-08 01:27:10,0,2025,11,8,1,5,False,False,True,False
TXN_202686,CUST_278,1,2825,11274,2025-07-08 19:19:35,0,2025,7,8,19,1,False,True,False,False
TXN_202313,CUST_491,1,2498,8396,2025-07-08 02:13:58,0,2025,7,8,2,1,False,False,False,True
TXN_203419,CUST_181,1,1977,13521,2025-12-08 18:42:04,0,2025,12,8,18,0,False,False,False,True
TXN_202232,CUST_588,1,2317,51330,2025-09-08 19:36:43,0,2025,9,8,19,0,False,True,False,False
TXN_200074,CUST_709,1,2069,11108,2025-05-08 01:24:00,0,2025,5,8,1,3,False,False,True,False
TXN_203901,CUST_357,1,2158,8794,2025-04-08 21:13:43,0,2025,4,8,21,1,False,False,True,False
TXN_202467,CUST_188,0,528,11676,2025-04-08 20:40:18,0,2025,4,8,20,1,True,False,False,False
TXN_201162,CUST_246,0,1780,11632,2025-10-08 07:37:11,0,2025,10,8,7,2,False,False,True,False
TXN_204634,CUST_670,1,2467,8884,2025-03-08 13:37:41,0,2025,3,8,13,5,False,False,False,True
TXN_201438,CUST_475,1,300,10013,2025-03-08 09:31:08,0,2025,3,8,9,5,False,False,True,False
TXN_204122,CUST_593,1,174,16247,2025-08-08 11:04:47,0,2025,8,8,11,4,False,False,True,False
TXN_200642,CUST_344,1,93,15346,2025-06-08 23:16:05,0,2025,6,8,23,6,False,True,False,False
TXN_200944,CUST_339,1,164,7285,2025-12-08 01:47:47,0,2025,12,8,1,0,True,False,False,False
TXN_202505,CUST_587,1,2226,72935,2025-07-08 19:42:03,1,2025,7,8,19,1,False,False,False,True
TXN_203350,CUST_789,1,1757,3774,2025-05-08 11:01:04,0,2025,5,8,11,3,False,False,False,True
TXN_204247,CUST_762,1,2915,118000,2025-12-08 15:05:20,0,2025,12,8,15,0,True,False,False,False
TXN_203629,CUST_588,1,1073,10061,2025-08-08 18:12:34,0,2025,8,8,18,4,False,False,False,True
TXN_201359,CUST_493,1,46,2808,2025-04-08 09:03:22,0,2025,4,8,9,1,False,False,True,False
TXN_200175,CUST_382,0,518,15951,2025-09-08 07:58:44,0,2025,9,8,7,0,False,True,False,False
TXN_200298,CUST_157,1,1542,12765,2025-04-08 20:29:47,0,2025,4,8,20,1,False,True,False,False
TXN_200604,CUST_515,1,1569,10899,2025-11-08 07:00:41,0,2025,11,8,7,5,False,False,True,False
TXN_202718,CUST_484,1,2359,11781,2025-05-08 10:07:16,1,2025,5,8,10,3,True,False,False,False
TXN_203679,CUST_244,1,300,14767,2025-12-08 04:48:26,0,2025,12,8,4,0,True,False,False,False
TXN_202853,CUST_722,0,331,235117,2025-11-08 22:22:08,0,2025,11,8,22,5,False,False,False,True
TXN_204005,CUST_386,1,2058,7506,2025-08-08 01:03:37,0,2025,8,8,1,4,False,True,False,False
TXN_202564,CUST_408,1,2629,5543,2025-08-08 21:33:25,0,2025,8,8,21,4,False,True,False,False
TXN_203000,CUST_196,1,1321,118430,2025-03-08 18:44:10,1,2025,3,8,18,5,False,False,False,True
TXN_202979,CUST_296,1,1331,6228,2025-07-08 15:45:09,0,2025,7,8,15,1,False,False,True,False
TXN_203996,CUST_667,0,588,6038,2025-03-08 06:39:28,0,2025,3,8,6,5,False,True,False,False
TXN_202627,CUST_540,1,1506,6839,2025-12-08 15:34:25,0,2025,12,8,15,0,False,True,False,False
